ApplicationDate,Age,CreditScore,EducationLevel,Experience,LoanAmount,MaritalStatus,HomeOwnershipStatus,ID,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore
04-03-2039,35,527,High School,12,58697,Married,Other,A7733,1.35,1,Auto,29,5948,288320,9,31.21,50
05-03-2039,40,557,High School,16,11855,Married,Mortgage,A7734,4.82,1,Education,19,2812,506798,4,25.92,40
06-03-2039,41,611,High School,20,12688,Widowed,Own,A7735,7.68,1,Home,25,753,67720,6,19.93,36
07-03-2039,19,462,Bachelor,0,15631,Married,Mortgage,A7736,35.4,1,Debt Consolidation,16,5541,79044,5,27.03,43
08-03-2039,72,663,Bachelor,50,32448,Single,Rent,A7737,13,1,Auto,20,720,115606,6,15.01,51
09-03-2039,46,554,Associate,20,19698,Single,Other,A7738,13.9,0,Debt Consolidation,18,22781,51599,4,26.42,60
10-03-2039,42,613,Master,18,15395,Married,Rent,A7739,4.77,2,Debt Consolidation,19,1892,173019,6,15.56,47
11-03-2039,47,535,Associate,23,9759,Married,Rent,A7740,32.4,0,Home,19,6177,45214,4,33.27,57
12-03-2039,48,594,Bachelor,29,35060,Married,Rent,A7741,12,0,Home,30,11388,36563,2,18.77,40
13-03-2039,38,641,Doctorate,NaN,25519,Married,Mortgage,A7742,15.6,0,Education,19,6601,107211,5,21.58,43
14-03-2039,32,573,Bachelor,10,13072,Single,Mortgage,A7743,19.4,1,Home,34,5431,16827,5,26.33,53
15-03-2039,47,490,Bachelor,25,14103,Single,Own,A7744,10.2,0,Auto,24,4650,28551,4,22.31,37
16-03-2039,44,504,Associate,25,18301,Divorced,Rent,A7745,19.8,2,Debt Consolidation,38,2656,138720,7,23.35,36
17-03-2039,30,504,High School,10,13681,Married,Mortgage,A7746,19,0,Debt Consolidation,34,947,94795,11,27.05,55
18-03-2039,57,641,Master,35,15096,Married,Rent,A7747,3.65,1,Other,24,1721,113596,6,17,38
19-03-2039,43,586,Master,18,28220,Single,Own,A7748,24.5,0,Other,23,8923,44930,7,25.7,XX
20-03-2039,48,650,Associate,27,18113,Divorced,Mortgage,A7749,24.6,1,Auto,28,4697,21514,5,18.26,56
21-03-2039,56,542,Bachelor,34,33258,Married,Mortgage,A7750,46.4,1,Home,32,1869,129639,8,21,40
22-03-2039,40,522,Associate,14,11512,Single,Mortgage,A7751,5.95,2,Auto,28,3369,42687,3,23.53,55
23-03-2039,43,594,Doctorate,21,44343,Married,Other,A7752,11.4,0,Education,19,6598,37158,7,28.06,58
24-03-2039,49,624,Master,27,23206,Single,Mortgage,A7753,2.78,0,Auto,23,9502,50376,4,18.79,36
25-03-2039,31,467,High School,9,18493,Married,Own,A7754,17.7,1,Home,28,2635,280259,4,26.6,67
26-03-2039,40,597,Bachelor,20,10304,Married,Mortgage,A7755,23.4,3,Debt Consolidation,18,15475,99256,10,22.34,55
27-03-2039,41,636,Bachelor,17,27760,Single,Mortgage,A7756,20.7,0,Home,29,1423,69892,7,15.7,63
28-03-2039,28,445,High School,7,17862,Divorced,Mortgage,A7757,38.1,3,Auto,19,6269,26628,1,27.08,60
29-03-2039,67,560,Associate,45,39928,Single,Other,A7758,4.17,0,Auto,28,1717,42866,9,21.95,50
30-03-2039,23,599,High School,0,48477,Widowed,Mortgage,A7759,13.4,4,Auto,28,1756,21619,5,26.95,51
31-03-2039,24,535,Master,0,20937,Single,Other,A7760,5.29,3,Auto,19,5430,107764,6,20.95,57
01-04-2039,55,633,High School,35,41000,Married,Rent,A7761,53.1,2,Auto,26,4582,167684,2,18.15,49
02-04-2039,48,592,Master,24,20900,Married,Mortgage,A7762,510,1,Other,26,763,8881,4,23.05,57
03-04-2039,27,540,Master,3,24733,Divorced,Rent,A7763,238,0,Home,34,2155,56407,4,21.95,51
04-04-2039,47,599,High School,26,45967,Single,Rent,A7764,45.6,1,Home,18,1603,83224,6,24.82,57
05-04-2039,57,547,Bachelor,33,52879,Single,Rent,A7765,5.31,1,Home,21,4919,95029,3,26.66,61
06-04-2039,39,573,Bachelor,13,25109,Single,Mortgage,A7766,28.2,5,Auto,19,2825,55566,5,24.15,64
07-04-2039,71,591,Doctorate,50,32192,Single,Rent,A7767,6.33,0,Other,20,10011,293025,7,23.5,36
08-04-2039,19,599,Bachelor,0,59829,Divorced,Rent,A7768,1.76,0,Home,31,1407,35915,7,22.02,57
09-04-2039,48,616,Bachelor,25,15515,Married,Own,A7769,4.42,2,Auto,22,1775,22975,4,22.37,48
10-04-2039,53,596,Master,29,19137,Single,Mortgage,A7770,23.7,1,Home,33,1139,298696,7,23.47,41
11-04-2039,50,599,High School,26,52675,Divorced,Rent,A7771,23,1,Auto,33,1827,66212,6,32.11,59
12-04-2039,37,547,Associate,14,34219,Married,Own,A7772,5.16,1,Auto,21,9578,280716,6,27.96,56
13-04-2039,36,522,Master,12,15714,Single,Own,A7773,26.5,0,Debt Consolidation,29,10536,85087,6,25.38,61
14-04-2039,45,552,High School,24,31596,Married,Rent,A7774,16.8,3,Home,12,3115,83917,6,23.12,71
15-04-2039,49,569,Master,26,30217,Single,Own,A7775,2.27,0,Home,21,3877,13643,4,26.95,68
16-04-2039,47,591,Bachelor,25,13090,Single,Other,A7776,3.39,0,Education,30,1123,44171,5,22.83,44
17-04-2039,52,635,Associate,32,29912,Married,Rent,A7777,3.66,2,Home,23,316,34683,5,21.51,55
18-04-2039,27,473,Associate,6,49371,Divorced,Own,A7778,2.2,1,Home,30,4488,65919,3,32.11,60
19-04-2039,37,555,High School,14,39394,Married,Rent,A7779,3.57,0,Home,19,2850,35256,5,19.75,50
20-04-2039,28,530,High School,5,12661,Married,Rent,A7780,5.32,1,Auto,25,3918,30797,3,26.48,56
21-04-2039,35,521,Associate,NaN,22337,Single,Mortgage,A7781,22.2,2,Home,30,5381,56435,4,31.12,57
22-04-2039,52,610,Master,31,11302,Married,Other,A7782,23.1,1,Debt Consolidation,19,679,67946,3,20.22,53
23-04-2039,41,601,Bachelor,17,18022,Married,Rent,A7783,17.4,3,Debt Consolidation,18,1172,49350,1,21.9,64
24-04-2039,71,648,Associate,47,13453,Single,Mortgage,A7784,11.7,2,Debt Consolidation,21,4135,13587,3,18.51,54
25-04-2039,42,580,Associate,18,20107,Single,Mortgage,A7785,11.2,0,Home,29,857,380681,4,26.54,66
26-04-2039,40,542,High School,NaN,29044,Divorced,Own,A7786,5.2,1,Auto,22,3346,34928,3,22.15,51
27-04-2039,41,589,Doctorate,17,38819,Married,Other,A7787,10.2,0,Debt Consolidation,22,1701,61605,5,31.44,49
28-04-2039,32,535,High School,10,30528,Married,Own,A7788,1.7,0,Home,26,1218,33095,7,27.91,53
29-04-2039,39,554,Associate,16,34476,Widowed,Mortgage,A7789,392,0,Home,27,522,60115,8,25.23,51
30-04-2039,53,531,Bachelor,27,21631,Single,Other,A7790,29.6,0,Education,17,13899,94921,3,24.43,38
01-05-2039,41,436,Bachelor,13,31000,Married,Mortgage,A7791,320,2,Home,24,1320,25513,6,26.66,39
02-05-2039,30,598,Associate,7,10147,Single,Mortgage,A7792,13.1,0,Home,27,1921,90585,4,19.71,51
03-05-2039,28,606,Doctorate,4,22423,Widowed,Rent,A7793,5.61,2,Education,17,2926,128034,5,18.88,44
04-05-2039,34,593,Bachelor,10,15947,Divorced,Mortgage,A7794,4.86,1,Other,31,21111,323100,4,27.12,56
05-05-2039,40,540,High School,17,12750,Single,Rent,A7795,3.52,0,Home,25,8253,70936,10,23.54,55
06-05-2039,54,608,Master,29,18058,Single,Own,A7796,44.2,0,Auto,28,3853,23343,5,20.22,44
07-05-2039,23,452,High School,0,23743,Married,Mortgage,A7797,38,1,Auto,27,3200,30644,4,30.82,51
08-05-2039,36,602,Associate,13,29700,Divorced,Mortgage,A7798,1.55,0,Debt Consolidation,29,12425,22541,4,16.85,51
09-05-2039,41,597,Master,19,15676,Married,Rent,A7799,6.43,2,Auto,27,34288,62448,5,19.52,63
10-05-2039,18,550,Doctorate,0,15248,Widowed,Mortgage,A7800,511,0,Home,28,13135,62857,1,22.37,57
11-05-2039,29,538,Associate,5,32665,Divorced,Mortgage,A7801,42.7,3,Auto,20,2066,73068,5,26.46,51
12-05-2039,31,574,High School,8,12108,Married,Mortgage,A7802,5.84,0,Home,25,824,104936,9,26.13,51
13-05-2039,30,522,Bachelor,9,6413,Single,Mortgage,A7803,16.4,0,Home,23,9645,43567,4,18.76,44
14-05-2039,42,643,Master,22,70241,Divorced,Mortgage,A7804,43.4,0,Debt Consolidation,32,4004,68862,6,20.48,46
15-05-2039,38,586,Bachelor,14,21068,Married,Mortgage,A7805,27,3,Debt Consolidation,27,11446,68271,6,25.06,51
16-05-2039,33,533,Bachelor,14,20434,Divorced,Mortgage,A7806,46.5,2,Debt Consolidation,18,1690,25272,4,30.36,48
17-05-2039,45,599,Associate,22,47715,Divorced,Mortgage,A7807,39.4,0,Home,25,6095,64339,3,26.8,58
18-05-2039,60,634,Bachelor,36,21903,Single,Mortgage,A7808,26.8,1,Education,23,1786,35286,8,17.75,53
19-05-2039,59,584,Master,35,22224,Single,Rent,A7809,2.91,1,Home,26,1551,152656,9,24.04,50
20-05-2039,18,589,Associate,0,16649,Married,Mortgage,A7810,28,1,Debt Consolidation,18,2377,38695,5,21.98,40
21-05-2039,46,469,High School,26,12445,Married,Rent,A7811,10,2,Home,28,4195,71653,3,28.71,55
22-05-2039,37,522,Associate,13,22691,Married,Other,A7812,32.6,1,Debt Consolidation,27,4451,56159,9,21.75,53
23-05-2039,41,585,Associate,16,11593,Single,Mortgage,A7813,3.42,1,Home,21,38421,48067,6,28.68,45
24-05-2039,35,594,Associate,14,24658,Married,Rent,A7814,43.9,2,Auto,25,4931,31879,3,21.61,57
25-05-2039,41,588,High School,17,17462,Single,Rent,A7815,36.3,1,Home,23,7542,139077,6,20.07,57
26-05-2039,41,589,Associate,NaN,75266,Single,Rent,A7816,40.8,1,Debt Consolidation,21,4090,91618,7,26.82,58
27-05-2039,33,639,Master,10,13082,Single,Mortgage,A7817,12,1,Debt Consolidation,21,8656,71019,8,14.82,38
28-05-2039,29,575,Associate,7,16295,Divorced,Own,A7818,13.7,0,Auto,21,3502,72475,4,20.92,49
29-05-2039,34,560,Doctorate,9,25627,Divorced,Other,A7819,49.9,1,Auto,26,1344,313663,3,32.14,48
30-05-2039,42,592,Bachelor,21,31811,Single,Rent,A7820,17,0,Debt Consolidation,27,3198,69056,4,21.04,39
31-05-2039,47,534,Associate,27,38649,Married,Mortgage,A7821,31.7,1,Auto,30,3984,24769,3,24.35,58
01-06-2039,50,624,High School,26,10927,Married,Rent,A7822,44,1,Education,23,1702,44353,4,19.81,57
02-06-2039,34,596,Bachelor,12,6500,Widowed,Own,A7823,10.5,1,Home,22,1350,123376,7,27.3,47
03-06-2039,43,466,Associate,21,34634,Widowed,Own,A7824,45.4,0,Home,23,1044,18675,7,34.82,59
04-06-2039,51,642,Master,30,30676,Single,Own,A7825,3.23,0,Auto,18,441,20782,9,22.71,40
05-06-2039,53,615,High School,31,29320,Single,Own,A7826,24,1,Debt Consolidation,16,1725,99460,6,28.41,51
06-06-2039,39,561,High School,14,28564,Divorced,Mortgage,A7827,7.73,1,Auto,13,2754,208583,3,20.43,55
07-06-2039,37,581,High School,11,41576,Married,Own,A7828,43.9,2,Auto,29,10848,223132,6,28.32,54
08-06-2039,42,626,Bachelor,16,46037,Married,Rent,A7829,24.6,1,Education,32,1149,77367,4,25.83,47
09-06-2039,26,580,Master,1,31673,Single,Rent,A7830,49.6,4,Home,23,5438,109447,4,27.2,59
10-06-2039,37,610,High School,14,45771,Married,Mortgage,A7831,3.22,0,Education,25,1722,92513,7,20.47,48
11-06-2039,48,598,Bachelor,28,32719,Married,Mortgage,A7832,5.07,0,Home,26,12124,342528,9,18.61,XX
12-06-2039,47,565,High School,25,34654,Married,Own,A7833,28.1,0,Debt Consolidation,29,7319,44107,5,24.01,55
13-06-2039,36,552,Bachelor,9,57665,Single,Rent,A7834,4.06,0,Debt Consolidation,20,1937,36098,1,32.22,61
14-06-2039,42,607,High School,20,29567,Divorced,Mortgage,A7835,1.08,1,Other,29,2653,348439,6,20.81,41
15-06-2039,30,618,Bachelor,4,21691,Single,Mortgage,A7836,2.57,0,Auto,28,3658,76451,5,22.02,51
16-06-2039,48,632,Bachelor,25,28490,Married,Own,A7837,1.4,0,Auto,17,1604,27862,9,17.4,56
17-06-2039,39,611,High School,21,36827,Divorced,Rent,A7838,5.53,0,Debt Consolidation,26,8128,9912,4,23.18,56
18-06-2039,36,515,Bachelor,12,35412,Divorced,Other,A7839,28.2,0,Home,31,1836,19691,4,33.09,58
19-06-2039,35,523,Bachelor,10,33676,Single,Own,A7840,2.05,0,Debt Consolidation,24,38552,82809,3,26.5,43
20-06-2039,39,596,Bachelor,17,22846,Single,Mortgage,A7841,17.1,1,Home,26,4755,31340,5,24.58,60
21-06-2039,34,445,Bachelor,9,10212,Married,Mortgage,A7842,3.48,2,Auto,17,3181,81792,5,27.36,XX
22-06-2039,47,614,Bachelor,28,9002,Married,Rent,A7843,18.5,2,Debt Consolidation,26,6920,54494,2,21.73,39
23-06-2039,35,469,Bachelor,NaN,13970,Married,Rent,A7844,40.5,1,Auto,22,4592,122817,4,29.36,43
24-06-2039,59,557,Master,36,12834,Married,Own,A7845,2.61,1,Auto,19,208,128390,4,21.97,37
25-06-2039,57,586,Master,34,29505,Married,Rent,A7846,720,1,Debt Consolidation,27,7613,47376,9,22.52,50
26-06-2039,29,546,Bachelor,4,25596,Single,Mortgage,A7847,14.3,0,Auto,32,1488,183860,8,26.5,55
27-06-2039,40,530,Master,16,33071,Married,Rent,A7848,5.67,0,Debt Consolidation,23,3618,213439,4,27.02,56
28-06-2039,32,548,Master,12,72005,Married,Other,A7849,23.6,2,Other,27,2242,13801,7,32.25,61
29-06-2039,36,512,High School,13,17946,Married,Mortgage,A7850,7.17,1,Home,25,1510,54919,5,24.15,66
30-06-2039,64,605,Doctorate,40,9487,Married,Rent,A7851,17.8,0,Education,26,1002,27237,3,22.46,38
01-07-2039,36,517,High School,17,28973,Single,Mortgage,A7852,3.19,1,Auto,23,5925,21161,6,33.79,XX
02-07-2039,44,604,High School,22,13879,Married,Own,A7853,2.07,1,Home,16,2084,69943,0,24.97,49
03-07-2039,46,618,Doctorate,24,33620,Single,Mortgage,A7854,3.87,0,Home,36,5918,116555,2,29.26,47
04-07-2039,27,574,High School,6,14256,Married,Mortgage,A7855,18.4,1,Auto,30,3816,75135,7,22.26,58
05-07-2039,29,605,Bachelor,6,7547,Married,Own,A7856,3.21,1,Education,21,15888,36103,4,20.12,48
06-07-2039,25,594,Doctorate,5,43698,Single,Own,A7857,19.8,0,Auto,23,7707,11126,5,33.17,XX
07-07-2039,29,601,High School,6,15737,Married,Mortgage,A7858,1.81,1,Auto,30,1195,43906,2,25.22,XX
08-07-2039,18,532,High School,0,103000,Single,Mortgage,A7859,1.83,0,Auto,29,934,176150,2,37.41,54
09-07-2039,46,615,Bachelor,21,17174,Single,Mortgage,A7860,22.7,0,Debt Consolidation,13,1522,46993,6,19.12,36
10-07-2039,64,599,Bachelor,44,36111,Divorced,Mortgage,A7861,24.2,1,Debt Consolidation,19,6763,55128,3,24.08,39
11-07-2039,41,576,Master,22,37141,Married,Rent,A7862,17.1,1,Auto,22,10008,14182,3,29.86,39
12-07-2039,23,529,Master,0,17889,Widowed,Mortgage,A7863,3.88,2,Other,23,19717,95310,5,26.44,XX
13-07-2039,32,565,High School,10,20273,Married,Rent,A7864,3.13,1,Auto,18,723,13706,2,25.36,53
14-07-2039,34,472,Associate,6,25271,Divorced,Own,A7865,9.61,1,Debt Consolidation,24,1275,30884,7,27.72,60
15-07-2039,27,615,Bachelor,4,92888,Married,Mortgage,A7866,24.6,1,Other,18,4171,64119,5,26.35,54
16-07-2039,50,604,Bachelor,27,10609,Single,Other,A7867,33.3,0,Home,19,14308,92498,5,21.55,55
17-07-2039,49,622,Associate,27,22261,Married,Rent,A7868,2.64,0,Auto,25,17934,65381,4,23.23,XX
18-07-2039,26,572,Associate,6,28187,Married,Rent,A7869,24.4,0,Debt Consolidation,29,7983,22800,4,28.46,65
19-07-2039,48,652,Associate,24,23509,Married,Other,A7870,3.65,2,Home,19,5938,151684,3,20.33,32
20-07-2039,58,603,Master,36,52962,Married,Other,A7871,9.21,1,Home,23,1166,10112,3,23.87,51
21-07-2039,62,623,Master,40,20536,Single,Rent,A7872,24.3,1,Education,26,370,31186,7,20.39,43
22-07-2039,74,536,High School,51,24935,Married,Mortgage,A7873,30.7,4,Home,26,9129,41068,7,23.07,40
23-07-2039,29,610,Associate,6,12688,Married,Rent,A7874,3.93,0,Home,23,1150,11962,8,18.91,53
24-07-2039,73,618,Associate,54,17844,Married,Mortgage,A7875,33.3,2,Debt Consolidation,18,968,64012,4,24.82,55
25-07-2039,35,545,Doctorate,11,30376,Married,Mortgage,A7876,20.5,2,Home,29,910,39944,7,21.03,64
26-07-2039,32,478,Master,11,27785,Divorced,Mortgage,A7877,647,0,Home,29,560,30544,4,40.05,63
27-07-2039,43,571,Bachelor,21,22994,Single,Own,A7878,25.6,0,Home,22,5544,423959,2,24.26,39
28-07-2039,33,524,High School,8,38149,Single,Rent,A7879,2.56,2,Education,34,819,165143,1,22.49,46
29-07-2039,44,508,High School,18,20445,Divorced,Mortgage,A7880,610,0,Other,18,2060,270114,7,27.49,60
30-07-2039,24,549,Associate,5,27948,Married,Mortgage,A7881,6.56,0,Debt Consolidation,18,2938,86708,6,25.18,59
31-07-2039,37,607,Doctorate,14,23497,Single,Own,A7882,23.8,1,Other,23,3007,61799,3,25.69,53
01-08-2039,55,628,High School,32,9007,Single,Mortgage,A7883,18.3,1,Auto,19,666,17189,6,16.9,41
02-08-2039,39,581,Bachelor,20,17628,Divorced,Rent,A7884,5.53,0,Other,23,4356,25671,2,22.63,55
03-08-2039,41,488,High School,17,19312,Married,Rent,A7885,6.73,2,Education,22,13359,32014,4,25.71,54
04-08-2039,45,530,Bachelor,22,30761,Married,Rent,A7886,2.16,2,Education,22,5313,122993,4,28.25,XX
05-08-2039,54,609,Bachelor,31,21133,Married,Rent,A7887,39,2,Education,23,5104,43746,4,23.06,51
06-08-2039,20,580,Bachelor,0,13108,Single,Mortgage,A7888,19.1,1,Auto,20,7126,187392,4,21.39,XX
07-08-2039,47,637,Bachelor,24,36175,Divorced,Rent,A7889,10.4,2,Debt Consolidation,23,15138,419903,7,24.1,31
08-08-2039,36,618,Master,12,17867,Married,Mortgage,A7890,2.7,0,Debt Consolidation,19,2251,14562,6,21.57,55
09-08-2039,41,533,Associate,18,51075,Married,Mortgage,A7891,9.83,0,Other,30,24652,229171,5,26.51,36
10-08-2039,52,606,Associate,31,31236,Married,Mortgage,A7892,9.93,0,Education,19,1901,31690,3,21.37,37
11-08-2039,25,623,Master,3,37147,Single,Mortgage,A7893,2.76,2,Home,16,3708,83859,4,22.51,50
12-08-2039,27,572,High School,4,19684,Widowed,Mortgage,A7894,4.92,2,Auto,30,6772,64300,2,24.24,66
13-08-2039,18,524,Bachelor,0,26755,Married,Mortgage,A7895,4.2,1,Other,30,621,51167,1,30.11,54
14-08-2039,33,503,Master,9,36350,Single,Rent,A7896,11.5,2,Education,18,1647,7769,5,28.71,51
15-08-2039,55,581,Master,33,38407,Married,Rent,A7897,5.37,2,Auto,30,3057,140346,3,26.88,53
16-08-2039,38,643,Master,18,60832,Married,Rent,A7898,23.7,1,Education,26,16820,130474,5,21.54,44
17-08-2039,23,498,High School,0,19068,Divorced,Other,A7899,10.6,1,Debt Consolidation,21,8388,101539,7,21.42,60
18-08-2039,34,618,Master,12,11405,Divorced,Mortgage,A7900,19.2,0,Auto,19,5020,33665,6,23.99,49
19-08-2039,22,606,Master,0,16165,Widowed,Rent,A7901,37,1,Debt Consolidation,27,1016,280231,3,21.74,36
20-08-2039,26,602,Bachelor,3,12879,Single,Own,A7902,16.8,1,Home,26,786,49494,3,18.11,50
21-08-2039,44,517,High School,20,8325,Single,Rent,A7903,4.03,2,Home,23,2911,97267,4,20.38,56
22-08-2039,25,554,Associate,5,33827,Divorced,Other,A7904,17.8,1,Debt Consolidation,20,11253,163504,6,27.01,56
23-08-2039,53,642,Bachelor,30,44509,Married,Other,A7905,4.49,1,Auto,20,1125,81610,5,23.84,53
24-08-2039,39,558,Master,18,35354,Single,Own,A7906,3.79,1,Home,30,1123,11405,0,22.83,42
25-08-2039,41,582,Associate,21,29993,Married,Mortgage,A7907,2.24,1,Home,34,3390,12450,5,24.47,54
26-08-2039,36,599,Associate,NaN,19982,Married,Mortgage,A7908,3.05,1,Debt Consolidation,23,2706,62868,4,20.43,53
27-08-2039,49,624,Bachelor,28,22654,Divorced,Rent,A7909,14.2,1,Auto,26,940,76765,6,19.02,57
28-08-2039,49,589,Bachelor,24,33464,Divorced,Mortgage,A7910,42.2,2,Debt Consolidation,18,9872,43101,4,25.65,XX
29-08-2039,44,631,Bachelor,23,24886,Married,Mortgage,A7911,35.8,0,Debt Consolidation,22,4759,389889,4,20.25,34
30-08-2039,46,651,Associate,26,9939,Married,Own,A7912,1.6,1,Auto,30,6160,51224,6,18.95,33
31-08-2039,37,487,Bachelor,14,17828,Married,Own,A7913,24.8,1,Auto,28,4054,34104,3,28.42,60
01-09-2039,46,545,High School,23,11636,Married,Own,A7914,5.75,3,Education,30,1644,30202,7,25.4,47
02-09-2039,35,470,High School,13,15645,Widowed,Rent,A7915,4.07,1,Auto,25,2543,156687,5,25.22,47
03-09-2039,40,571,Bachelor,18,38467,Married,Own,A7916,14.2,0,Debt Consolidation,21,14286,15888,5,22.13,51
04-09-2039,36,564,High School,12,30892,Single,Mortgage,A7917,15.8,1,Education,31,2997,70881,1,23.03,50
05-09-2039,34,499,Bachelor,10,32622,Divorced,Rent,A7918,5.12,2,Home,20,3472,123296,4,22.47,47
06-09-2039,31,586,Bachelor,7,24688,Widowed,Own,A7919,23.8,0,Auto,25,2108,30977,9,22.14,53
07-09-2039,45,639,Bachelor,25,27013,Married,Mortgage,A7920,10.4,1,Debt Consolidation,33,2676,851136,5,20.99,32
08-09-2039,55,584,Master,27,50439,Single,Mortgage,A7921,28.2,1,Other,16,5636,54203,3,25.57,60
09-09-2039,54,596,High School,29,32918,Married,Own,A7922,5.72,1,Debt Consolidation,31,3330,209393,4,20.06,48
10-09-2039,24,564,High School,0,25019,Widowed,Mortgage,A7923,5.57,3,Home,27,1981,15414,2,25.5,59
11-09-2039,55,639,High School,35,20669,Married,Own,A7924,522,1,Education,23,295,8213,5,24.47,51
12-09-2039,36,567,Bachelor,12,25891,Married,Rent,A7925,4.4,0,Home,24,2420,258260,9,24.43,47
13-09-2039,47,601,Bachelor,26,15606,Married,Rent,A7926,10.1,1,Debt Consolidation,22,4771,30554,4,31.19,48
14-09-2039,29,599,High School,7,40521,Married,Mortgage,A7927,5.04,2,Home,19,5123,184738,8,18.95,48
15-09-2039,41,564,High School,22,29016,Widowed,Own,A7928,1.93,1,Education,25,5351,92823,1,24.05,61
16-09-2039,43,610,Master,23,52572,Single,Rent,A7929,32.3,0,Other,21,3084,52610,5,26.88,54
17-09-2039,22,467,Bachelor,0,23552,Married,Other,A7930,1.25,1,Home,26,1459,138911,4,26.56,49
18-09-2039,47,438,Bachelor,22,19049,Married,Own,A7931,6.56,3,Other,32,1581,28794,2,32.16,61
19-09-2039,56,617,Doctorate,32,16677,Married,Other,A7932,25.1,0,Home,16,1099,16287,3,20.61,56
20-09-2039,37,639,Master,13,22838,Single,Rent,A7933,15.5,1,Auto,29,1538,41267,5,27.26,50
21-09-2039,56,609,High School,34,26130,Single,Mortgage,A7934,5.02,0,Debt Consolidation,21,1465,20277,2,22.16,XX
22-09-2039,37,527,Bachelor,NaN,15047,Divorced,Other,A7935,752,0,Home,23,763,5761,6,32.3,56
23-09-2039,50,626,Associate,27,23852,Married,Own,A7936,5,0,Home,23,18136,43273,3,23.27,49
24-09-2039,18,621,Master,0,33563,Married,Rent,A7937,22.5,0,Other,24,1568,17917,4,25.56,67
25-09-2039,69,642,High School,46,46631,Married,Other,A7938,6.26,1,Debt Consolidation,20,2473,85732,2,29.23,48
26-09-2039,57,626,Associate,32,15986,Married,Own,A7939,564,1,Education,30,884,23705,7,20.8,37
27-09-2039,36,603,Bachelor,14,21091,Married,Mortgage,A7940,37.2,0,Other,23,2252,13009,8,26.64,48
28-09-2039,18,628,Master,0,12153,Married,Own,A7941,18.5,1,Debt Consolidation,24,391,25623,3,19.98,51
29-09-2039,43,531,Master,21,24712,Married,Rent,A7942,2.49,0,Auto,24,17351,19580,1,31.15,53
30-09-2039,22,556,Bachelor,0,12665,Married,Other,A7943,3.04,1,Education,35,5993,37337,4,19.23,59
01-10-2039,45,537,Bachelor,23,21322,Married,Mortgage,A7944,5.59,1,Debt Consolidation,24,2925,154316,4,27.06,36
02-10-2039,44,641,Master,19,15909,Divorced,Mortgage,A7945,33.7,0,Other,41,14103,35498,2,16.02,36
03-10-2039,28,527,Bachelor,4,31756,Married,Mortgage,A7946,22.3,0,Home,28,186,47089,3,25.33,63
04-10-2039,53,613,Master,33,24040,Married,Other,A7947,30.7,3,Debt Consolidation,22,4270,314073,6,23.2,51
05-10-2039,49,522,Master,23,12441,Single,Rent,A7948,25.3,0,Other,31,20431,31104,5,24.32,55
06-10-2039,51,625,Master,33,45896,Single,Rent,A7949,16.6,1,Other,27,23380,31153,2,21.39,47
07-10-2039,40,604,High School,13,32055,Married,Rent,A7950,5.38,2,Home,18,6378,36718,4,24.59,49
08-10-2039,23,589,Associate,1,24401,Married,Mortgage,A7951,450,1,Other,21,7638,227938,2,23.96,55
09-10-2039,51,613,Associate,29,71466,Married,Own,A7952,4.12,1,Debt Consolidation,22,1838,43030,2,23.9,XX
10-10-2039,36,585,Bachelor,14,14261,Single,Mortgage,A7953,2.6,0,Auto,31,3486,187546,8,27.2,63
11-10-2039,23,470,Associate,0,11823,Single,Rent,A7954,7.1,0,Debt Consolidation,15,424,50072,6,27.83,57
12-10-2039,56,606,Associate,34,13779,Married,Own,A7955,31,1,Other,30,4942,136880,2,21.6,34
13-10-2039,65,632,Associate,43,14964,Divorced,Mortgage,A7956,3.06,3,Education,26,1296,158723,0,16.17,36
