ID,ApplicationDate,AnnualIncome,EmploymentStatus,Experience,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved
B015,01-06-2021,15000,Unemployed,12,60,2,791,1,0,0,29,1470,441411,8654,0
B016,02-06-2021,26392,Employed,31,96,2,468,3,0,0,27,2982,13742,305089,0
B017,03-06-2021,15000,Employed,16,96,2,358,4,0,0,16,973,23269,10572,0
B018,04-06-2021,49874,Unemployed,7,60,0,397,1,0,0,29,1649,13931,47426,0
B019,05-06-2021,42111,Employed,21,36,2,258,0,0,0,13,829,456724,8481,0
B020,06-06-2021,30910,Employed,7,84,3,135,4,0,0,2,301,4720,21132,0
B021,07-06-2021,76107,Employed,40,36,1,703,2,0,0,5,2050,7417,362358,0
B022,08-06-2021,108990,Employed,33,120,1,468,2,0,0,26,523,4471,10569,0
B023,09-06-2021,58032,Employed,23,84,5,295,6,0,0,4,364,14321,8693,0
B024,10-06-2021,47058,Employed,34,84,0,582,4,0,0,5,1068,5462,117778,0
B025,11-06-2021,35675,Employed,18,72,2,266,1,0,0,6,1297,26742,106929,0
B026,12-06-2021,33931,Employed,24,72,0,399,8,0,0,25,207,31080,16927,0
B027,13-06-2021,61220,Employed,34,36,1,452,2,0,0,14,1256,6500,99138,1
B028,14-06-2021,87228,Employed,17,36,4,328,5,0,0,21,5851,37168,456482,1
B029,15-06-2021,23041,Employed,18,12,2,628,3,0,1,6,3260,99449,1249,0
B030,16-06-2021,23477,Employed,0,24,3,301,1,0,0,11,1670,11304,113434,0
B031,17-06-2021,45937,Employed,20,72,2,443,3,0,0,9,294,27520,3749,0
B032,18-06-2021,15000,Employed,27,48,3,460,3,0,1,18,2823,3095,15376,0
B033,19-06-2021,63886,Employed,27,36,0,275,4,0,0,26,2133,26075,22876,1
B034,20-06-2021,88833,Employed,20,96,1,485,1,0,0,29,2580,35072,87202,1
B035,21-06-2021,247516,Employed,12,60,1,584,2,0,0,12,3796,35216,272665,1
B036,22-06-2021,39864,Employed,0,36,2,1299,4,0,0,28,3340,41198,6349,0
B037,23-06-2021,80261,Employed,12,60,2,366,4,0,1,21,464,29998,5895,0
B038,24-06-2021,39752,Employed,15,72,0,466,5,0,0,15,630,30644,9067,0
B039,25-06-2021,121934,Employed,12,60,0,534,2,0,0,22,516,28068,23978,1
B040,26-06-2021,42015,Employed,25,60,2,426,1,0,0,7,1126,16332,18541,0
B041,27-06-2021,83523,Employed,40,48,3,490,4,0,0,24,1385,23303,9201,0
B042,28-06-2021,67957,Employed,17,60,2,1504,2,0,0,12,1705,15951,9222,1
B043,29-06-2021,62442,Employed,15,36,0,361,0,0,0,8,837,29956,33849,0
B044,30-06-2021,28926,Employed,15,84,1,214,2,0,0,18,1939,18686,41319,0
B045,01-07-2021,26537,Employed,19,60,3,480,1,0,0,5,871,31105,40626,0
B046,02-07-2021,82949,Employed,9,72,4,889,3,0,0,12,1107,2802,40671,0
B047,03-07-2021,55602,Unemployed,18,60,0,800,1,0,0,16,507,33421,92863,0
B048,04-07-2021,44725,Employed,21,36,2,590,2,0,0,18,1826,72412,67691,0
B049,05-07-2021,74797,Employed,22,120,1,1000,7,0,0,18,126,119236,1343,0
B050,06-07-2021,104100,Employed,26,24,4,242,0,0,0,12,3442,19757,42547,1
B051,07-07-2021,63627,Self-Employed,22,48,1,284,4,0,0,20,355,10229,2408,1
B052,08-07-2021,50153,Employed,0,60,2,268,3,0,1,12,613,2807,18109,0
B053,09-07-2021,37444,Employed,24,36,0,582,5,0,0,16,867,22699,98645,1
B054,10-07-2021,44518,Employed,8,60,1,429,2,0,0,3,530,17526,149704,0
B055,11-07-2021,16615,Employed,8,48,2,341,4,0,0,8,819,15796,66953,0
B056,12-07-2021,57518,Employed,2,72,2,545,2,0,0,29,629,3907,69576,0
B057,13-07-2021,54448,Employed,25,72,3,318,8,0,0,9,185,30177,3378,0
B058,14-07-2021,29344,Employed,15,48,0,226,2,0,0,9,932,7521,48566,0
B059,15-07-2021,49910,Employed,0,72,1,243,3,0,0,25,2467,21717,256397,1
B060,16-07-2021,59599,Employed,24,96,1,168,1,0,0,3,2205,24427,19516,0
B061,17-07-2021,23216,Employed,0,36,2,701,2,0,0,1,262,26900,171930,0
B062,18-07-2021,83708,Self-Employed,18,72,3,185,2,0,0,25,4715,14052,20705,0
B063,19-07-2021,57225,Employed,18,72,3,582,1,0,0,9,2111,24754,7227,0
B064,20-07-2021,15531,Employed,27,36,4,391,1,0,0,4,1122,109846,1380,0
B065,21-07-2021,62358,Employed,37,24,2,1008,3,0,0,15,622,22480,114030,0
B066,22-07-2021,90803,Employed,0,60,5,223,3,0,1,27,1406,32011,5893,0
B067,23-07-2021,45834,Employed,16,48,5,90,5,0,0,24,1176,3047,80249,1
B068,24-07-2021,27937,Employed,11,24,1,372,4,0,0,16,711,31934,33181,0
B069,25-07-2021,35610,Employed,22,60,1,212,1,0,0,29,6352,35469,197213,0
B070,26-07-2021,32844,Employed,15,24,1,170,3,0,0,12,1468,23016,17291,0
B071,27-07-2021,19572,Employed,11,48,2,285,1,0,0,29,569,31454,27516,0
B072,28-07-2021,105312,Employed,14,72,0,639,0,0,0,7,2366,15273,102785,1
B073,29-07-2021,71910,Unemployed,4,60,1,2093,2,0,1,15,1770,11000,95731,0
B074,30-07-2021,93556,Employed,28,108,0,1096,1,0,0,28,1812,80168,7446,0
B075,31-07-2021,22960,Unemployed,22,60,3,603,1,0,1,8,1554,23252,79754,0
B076,01-08-2021,51876,Employed,27,36,2,163,1,0,0,24,2481,6573,94222,1
B077,02-08-2021,86373,Employed,12,36,0,489,5,1,0,28,2179,6897,93603,0
B078,03-08-2021,33093,Unemployed,12,60,1,356,3,0,1,14,1760,17556,84103,0
B079,04-08-2021,37060,Employed,2,60,1,407,1,0,1,20,1224,72839,4792,0
B080,05-08-2021,20315,Employed,22,36,2,741,1,0,0,19,845,21471,83443,0
B081,06-08-2021,83046,Employed,6,60,4,326,5,0,0,3,385,15908,40804,1
B082,07-08-2021,46772,Employed,41,60,0,291,1,0,0,24,6889,23460,4475,0
B083,08-08-2021,36768,Employed,0,12,0,528,5,0,0,1,814,1577,117062,0
B084,09-08-2021,23314,Employed,21,60,3,678,2,0,0,9,478,17595,29351,0
B085,10-08-2021,149456,Self-Employed,37,36,0,485,3,0,0,17,1387,2806,48913,1
B086,11-08-2021,42585,Employed,25,24,0,219,3,0,0,1,1901,13508,128130,0
B087,12-08-2021,94771,Employed,23,84,0,172,2,0,0,1,3476,11703,86530,1
B088,13-08-2021,90504,Employed,7,120,2,757,3,1,0,5,707,17118,25067,0
B089,14-08-2021,24816,Employed,3,36,1,462,0,0,0,18,1139,21465,20667,0
B090,15-08-2021,24438,Employed,27,24,4,175,4,0,1,5,546,10344,17786,0
B091,16-08-2021,42046,Employed,34,72,2,315,2,0,0,16,3330,38243,53224,0
B092,17-08-2021,91352,Employed,10,12,1,522,3,0,0,25,1216,16779,77918,1
B093,18-08-2021,15000,Employed,1,36,2,461,4,0,0,4,1200,1552,39207,0
B094,19-08-2021,129757,Employed,0,120,0,615,8,0,0,4,2794,24967,2833,0
B095,20-08-2021,66983,Employed,7,48,0,198,3,1,0,18,1533,14951,27517,0
B096,21-08-2021,60126,Employed,15,24,3,543,3,0,0,17,2362,10261,20187,1
B097,22-08-2021,55630,Employed,37,48,2,202,2,0,0,25,136,55141,9913,0
B098,23-08-2021,77982,Employed,30,72,1,323,5,0,0,16,794,15526,10631,1
B099,24-08-2021,21595,Employed,23,72,5,496,3,0,0,26,816,40110,10147,0
B100,25-08-2021,66620,Employed,13,72,1,513,5,0,0,1,1155,56546,6950,1
B101,26-08-2021,60929,Unemployed,11,60,3,169,5,0,1,27,781,32685,121910,1
B102,27-08-2021,176243,Employed,32,48,0,322,6,0,0,17,710,10839,5439,1
B103,28-08-2021,38769,Employed,19,96,3,237,4,0,0,10,1075,10093,219646,0
B104,29-08-2021,38987,Employed,0,108,2,228,4,0,0,29,1024,13157,24389,0
B105,30-08-2021,52604,Self-Employed,7,60,3,365,3,0,0,17,1812,16467,27463,0
B106,31-08-2021,46396,Employed,6,48,1,332,3,0,0,20,451,29154,273234,0
B107,01-09-2021,99545,Employed,9,36,3,672,3,0,0,27,1884,2569,2288,1
B108,02-09-2021,30451,Self-Employed,21,12,5,487,4,0,0,11,817,27631,1108,0
B109,03-09-2021,17357,Employed,16,48,0,826,2,0,1,28,225,24391,96436,0
B110,04-09-2021,50681,Employed,14,36,1,536,2,0,0,8,2150,38261,10746,0
B111,05-09-2021,36776,Employed,34,48,1,388,2,0,0,11,528,45571,67323,0
B112,06-09-2021,52245,Employed,10,36,2,479,4,1,0,25,3327,64364,64303,0
B113,07-09-2021,98998,Employed,39,12,5,509,3,0,0,8,559,30474,103739,0
B114,08-09-2021,46357,Employed,9,24,1,231,1,1,0,20,2759,2851,14063,0
B115,09-09-2021,52458,Employed,18,12,2,376,2,0,0,2,532,21413,248257,0
B116,10-09-2021,15000,Employed,10,108,2,615,5,0,1,3,744,21871,19611,0
B117,11-09-2021,84613,Employed,18,24,1,563,5,0,0,18,3507,27916,9467,1
B118,12-09-2021,63075,Employed,22,84,1,1079,0,0,0,28,1574,53233,381569,1
B119,13-09-2021,171555,Self-Employed,24,36,4,185,3,0,0,19,814,21480,18737,1
B120,14-09-2021,122828,Employed,11,36,0,252,2,0,1,23,569,3854,7878,0
B121,15-09-2021,17037,Employed,4,24,4,700,4,0,0,28,2519,7786,10234,0
B122,16-09-2021,113277,Employed,45,48,0,466,3,0,0,20,7371,16327,118577,0
B123,17-09-2021,19993,Employed,12,48,0,254,1,0,0,19,1346,13029,188325,0
B124,18-09-2021,92213,Employed,25,36,0,307,1,0,0,6,168,39703,8253,1
B125,19-09-2021,85220,Employed,0,60,4,288,4,0,0,29,1959,5006,19384,1
B126,20-09-2021,139145,Employed,11,48,1,157,3,0,0,10,2785,5034,173205,1
B127,21-09-2021,40653,Employed,15,120,1,319,6,0,0,23,8688,33109,4215,0
B128,22-09-2021,94334,Employed,22,84,3,757,2,0,0,20,283,118731,7868,0
B129,23-09-2021,92094,Employed,0,36,1,481,4,1,0,6,2281,20383,76769,0
B130,24-09-2021,74441,Employed,20,36,0,326,2,0,1,24,2867,16063,12658,0
B131,25-09-2021,19186,Employed,4,60,3,299,5,0,0,23,477,6839,67572,0
B132,26-09-2021,56759,Employed,22,60,2,260,3,0,0,17,2228,16234,102177,1
B133,27-09-2021,56832,Employed,4,60,1,1235,3,0,1,22,22805,22422,72821,0
B134,28-09-2021,47083,Employed,3,84,0,575,3,0,0,12,1765,58476,3350,0
B135,29-09-2021,29859,Employed,10,36,0,607,3,0,0,11,1862,6294,70604,0
B136,30-09-2021,48469,Employed,4,36,0,336,2,0,0,16,2285,9831,43972,0
B137,01-10-2021,95173,Employed,10,36,1,78,2,0,0,14,1001,188608,8055,1
B138,02-10-2021,47268,Employed,4,24,4,611,5,0,1,21,927,71007,7187,0
B139,03-10-2021,49089,Employed,0,48,1,431,2,0,0,26,463,19919,22392,0
B140,04-10-2021,37037,Unemployed,33,48,1,494,2,0,0,13,201,12737,92461,0
B141,05-10-2021,45766,Employed,0,60,1,620,3,0,0,28,265,16631,33069,0
B142,06-10-2021,15000,Employed,14,60,1,138,4,0,0,2,108,22352,10046,0
B143,07-10-2021,59289,Employed,28,96,2,627,2,0,0,4,307,4226,62406,0
B144,08-10-2021,29405,Employed,10,36,1,779,4,0,0,29,834,12433,58879,0
B145,09-10-2021,44233,Employed,10,36,0,359,4,0,1,27,1257,24820,714348,1
B146,10-10-2021,25111,Employed,22,72,2,862,4,0,1,11,315,52517,2360,0
B147,11-10-2021,67027,Employed,34,36,1,366,5,0,0,10,1658,90898,174136,0
B148,12-10-2021,132148,Employed,1,60,0,464,1,0,0,4,1535,26702,2936,0
B149,13-10-2021,54068,Employed,13,72,1,290,3,0,1,2,14032,51612,7766,0
B150,14-10-2021,36190,Employed,1,48,0,593,3,0,0,16,523,18169,73804,0
B151,15-10-2021,246857,Self-Employed,9,60,0,482,3,0,0,28,3193,162124,25357,1
B152,16-10-2021,28801,Employed,18,60,0,202,2,0,1,11,782,8756,133778,0
B153,17-10-2021,63088,Employed,6,72,1,415,3,0,0,26,564,22482,41205,1
B154,18-10-2021,128867,Employed,14,36,1,669,3,0,0,3,3121,8577,340132,1
B155,19-10-2021,33579,Employed,0,36,0,231,3,0,0,12,2085,98655,3732,0
B156,20-10-2021,72442,Employed,17,48,0,201,3,0,0,5,463,96536,7442,1
B157,21-10-2021,47820,Self-Employed,27,96,5,350,5,0,0,20,2026,26845,8294,0
B158,22-10-2021,21349,Unemployed,1,12,0,363,4,0,0,23,964,8688,181135,0
B159,23-10-2021,34445,Self-Employed,7,12,1,437,1,0,0,12,2581,13463,23300,0
B160,24-10-2021,42157,Employed,25,60,2,875,3,0,0,15,380,15820,47132,0
B161,25-10-2021,40613,Employed,32,48,3,404,0,1,0,17,3061,99274,10238,0
B162,26-10-2021,15275,Employed,1,60,3,383,2,0,0,14,2167,49038,40720,0
B163,27-10-2021,27579,Employed,13,72,0,255,6,0,0,15,8499,31505,43184,0
B164,28-10-2021,22300,Employed,20,36,0,444,4,0,0,14,948,13966,293801,0
B165,29-10-2021,64759,Self-Employed,13,60,2,297,5,0,0,6,1797,34915,135563,0
B166,30-10-2021,53857,Employed,0,60,3,804,4,0,0,23,1062,6148,52654,0
B167,31-10-2021,24423,Employed,27,60,1,306,2,1,0,4,2673,2066,251876,0
B168,01-11-2021,55626,Employed,33,12,0,319,2,0,0,9,1970,15015,15283,0
B169,02-11-2021,19384,Self-Employed,17,60,2,310,8,0,0,27,150,2382,48002,0
B170,03-11-2021,43675,Employed,5,48,1,361,2,0,0,26,2010,46233,30108,0
B171,04-11-2021,28175,Employed,10,72,2,507,4,0,0,27,594,86218,3975,0
B172,05-11-2021,75753,Employed,39,12,1,524,2,0,0,2,668,17635,58623,0
B173,06-11-2021,17413,Employed,26,84,0,630,2,0,0,7,5742,10557,2722,0
B174,07-11-2021,84257,Employed,25,36,3,196,3,0,0,21,6453,7091,77433,1
B175,08-11-2021,88355,Employed,21,36,1,394,1,0,0,29,2269,57078,51447,1
B176,09-11-2021,41413,Employed,9,36,0,512,4,0,0,20,923,19707,56518,0
B177,10-11-2021,19041,Employed,15,96,3,484,7,0,0,23,4102,36489,121466,0
B178,11-11-2021,15000,Unemployed,16,96,0,1149,5,0,1,3,276,24996,19215,0
B179,12-11-2021,98477,Employed,18,24,0,368,4,0,0,8,2312,32606,49719,1
B180,13-11-2021,236765,Employed,37,60,1,185,3,0,0,14,2130,4850,20790,1
B181,14-11-2021,49248,Employed,31,36,1,795,4,1,0,27,716,20396,20497,0
B182,15-11-2021,19484,Employed,1,36,2,538,1,0,0,29,364,30275,2207,0
B183,16-11-2021,27074,Employed,21,60,1,585,3,0,0,8,220,5267,16356,0
B184,17-11-2021,113094,Employed,24,12,1,503,0,0,0,10,1039,36079,25861,1
B185,18-11-2021,50386,Employed,23,60,0,803,3,0,0,4,94,27394,163940,0
B186,19-11-2021,24514,Employed,10,84,1,286,2,0,0,24,827,15474,95375,0
B187,20-11-2021,214888,Unemployed,49,36,2,348,3,0,0,2,336,22567,18663,1
B188,21-11-2021,85455,Employed,0,48,2,168,2,0,0,3,4302,69049,61621,0
B189,22-11-2021,47462,Employed,5,36,0,1036,3,0,0,22,433,2488,65297,0
B190,23-11-2021,36633,Self-Employed,23,96,2,834,2,0,0,1,701,52930,5140,0
B191,24-11-2021,115344,Employed,41,48,0,558,2,0,0,29,5862,9264,60565,1
B192,25-11-2021,79931,Unemployed,6,108,1,378,1,0,0,10,448,11100,89188,0
B193,26-11-2021,52516,Employed,13,84,3,345,4,0,0,10,1065,21641,68470,0
B194,27-11-2021,98972,Employed,30,36,2,536,1,0,0,20,822,31136,7568,0
B195,28-11-2021,101719,Employed,15,12,1,258,2,0,0,7,16073,9853,109303,1
B196,29-11-2021,48782,Employed,12,12,0,481,2,0,0,21,2769,40191,28091,0
B197,30-11-2021,30266,Employed,24,12,0,540,2,0,0,13,855,12474,3398,0
B198,01-12-2021,27756,Employed,23,48,3,216,4,0,0,13,93,298304,8401,0
B199,02-12-2021,21298,Employed,27,120,0,113,4,0,0,10,435,13308,1630,0
B200,03-12-2021,140911,Employed,31,96,0,651,1,0,0,28,1983,7729,39767,1
B201,04-12-2021,19590,Self-Employed,20,36,4,339,0,1,0,23,456,14571,233067,0
B202,05-12-2021,57410,Employed,25,48,0,388,4,0,0,13,152,23397,56851,1
B203,06-12-2021,19618,Unemployed,20,48,1,363,2,0,0,12,2658,8036,56702,0
B204,07-12-2021,135559,Self-Employed,23,36,0,687,5,1,0,10,1091,43472,3427,0
B205,08-12-2021,25525,Employed,19,36,0,764,6,0,0,1,708,6572,46926,0
B206,09-12-2021,50882,Self-Employed,15,36,0,411,3,0,0,26,445,10512,129419,1
B207,10-12-2021,20981,Employed,30,24,3,310,4,0,0,1,595,63920,253522,0
B208,11-12-2021,96613,Employed,35,72,4,312,3,0,0,26,185,35392,60997,1
B209,12-12-2021,69652,Employed,0,36,2,482,5,0,1,20,669,22709,10955,0
B210,13-12-2021,51011,Employed,20,36,2,316,1,0,0,5,2380,75483,2825,0
B211,14-12-2021,53522,Employed,9,60,1,229,1,0,0,25,1170,26273,13552,0
B212,15-12-2021,56854,Employed,13,36,4,310,3,0,0,12,454,129439,9981,0
B213,16-12-2021,39132,Employed,23,36,2,199,4,0,0,17,2362,30785,56911,0
B214,17-12-2021,102888,Employed,24,24,1,712,2,0,0,1,209,37324,111268,0
B215,18-12-2021,54259,Employed,17,48,0,514,4,1,0,2,845,3109,111641,0
B216,19-12-2021,19124,Employed,0,48,5,891,1,0,0,22,5892,12593,164744,0
B217,20-12-2021,124085,Employed,7,48,5,286,4,0,0,15,2349,15023,25069,1
B218,21-12-2021,42826,Employed,23,72,0,721,5,1,1,18,3005,11621,195111,0
B219,22-12-2021,32615,Employed,0,36,1,60,2,0,0,25,1650,15596,66664,0
B220,23-12-2021,73152,Employed,32,48,2,536,2,0,0,29,12433,24209,37113,0
B221,24-12-2021,31455,Employed,21,72,1,517,4,0,0,27,137,93792,114646,0
B222,25-12-2021,69417,Employed,33,36,0,410,3,1,0,17,565,252276,8723,0
B223,26-12-2021,66441,Employed,12,36,4,862,5,0,0,27,1066,184027,3642,0
B224,27-12-2021,51298,Employed,0,24,0,187,3,0,0,19,4387,3859,233968,0
B225,28-12-2021,74582,Employed,25,24,2,258,1,0,1,13,630,21189,1756,0
B226,29-12-2021,41334,Employed,37,36,1,225,4,0,0,21,481,9309,52723,0
B227,30-12-2021,37527,Employed,29,48,2,815,1,0,1,5,2875,12328,67255,0
B228,31-12-2021,63647,Employed,9,24,2,342,3,1,0,10,506,20232,207792,0
B229,01-01-2022,81064,Employed,16,96,0,208,3,0,0,17,4334,168313,4606,0
B230,02-01-2022,22551,Employed,10,48,1,385,1,0,0,21,115,27481,6066,0
B231,03-01-2022,36419,Employed,5,72,0,127,3,0,0,8,619,31500,26964,0
B232,04-01-2022,52463,Employed,29,60,2,645,4,0,0,11,5791,49064,42936,0
B233,05-01-2022,49601,Employed,3,84,0,222,4,0,0,21,3338,44091,2832,0
B234,06-01-2022,107133,Employed,4,48,0,610,4,0,0,13,979,5933,43463,0
B235,07-01-2022,20958,Employed,8,36,4,440,1,0,0,7,338,12908,186679,0
B236,08-01-2022,15000,Employed,0,24,2,574,4,0,0,4,1148,21970,11281,0
B237,09-01-2022,75368,Employed,19,72,2,437,5,1,0,1,2049,36119,50652,0
B238,10-01-2022,82598,Unemployed,28,60,1,560,4,0,0,11,2234,50757,54832,1
B239,11-01-2022,52834,Employed,16,96,0,280,4,0,0,8,1098,62108,9686,0
B240,12-01-2022,38787,Employed,0,36,1,660,5,0,0,4,325,17456,81475,0
B241,13-01-2022,76317,Unemployed,26,12,0,339,5,0,0,29,3020,26180,111257,1
B242,14-01-2022,67378,Employed,40,60,2,365,2,0,1,29,974,32499,7527,0
B243,15-01-2022,73357,Employed,10,36,2,438,3,1,0,19,3255,44449,2647,0
B244,16-01-2022,38495,Employed,12,24,0,350,3,0,0,6,1153,8818,58111,0
B245,17-01-2022,67251,Employed,22,48,1,959,4,0,0,3,1299,7189,127056,0
B246,18-01-2022,84771,Employed,35,72,0,322,2,0,0,19,266,25387,16087,1
B247,19-01-2022,69741,Employed,11,36,1,329,4,0,0,5,3988,20043,65929,0
B248,20-01-2022,62241,Unemployed,4,60,1,469,4,0,0,21,169,9753,29676,0
B249,21-01-2022,56526,Employed,22,24,3,218,2,0,0,10,3647,22669,67302,1
B250,22-01-2022,81163,Employed,27,108,4,312,2,0,0,22,826,8398,4624,0
B251,23-01-2022,125397,Employed,21,36,0,719,2,0,0,12,167,9677,33729,1
B252,24-01-2022,29321,Employed,14,48,2,496,2,0,0,7,3041,75147,416901,0
B253,25-01-2022,47100,Employed,28,36,5,291,1,0,0,7,1727,39123,7315,0
B254,26-01-2022,71682,Employed,26,60,1,698,5,0,0,4,465,6485,19365,1
B255,27-01-2022,67744,Employed,4,12,1,380,3,0,0,18,341,166219,2929,0
B256,28-01-2022,58729,Self-Employed,19,48,0,307,5,0,1,9,1490,17521,1092,0
B257,29-01-2022,48424,Employed,1,60,2,984,3,0,0,13,128,4104,44880,0
B258,30-01-2022,35580,Employed,25,60,1,238,5,0,0,12,415,6626,147119,0
B259,31-01-2022,36620,Employed,15,96,1,836,3,0,0,21,284,33356,125123,0
B260,01-02-2022,158003,Unemployed,16,48,0,865,1,0,0,9,614,8679,13350,1
B261,02-02-2022,73903,Employed,16,60,1,474,2,0,0,3,458,3987,78111,0
B262,03-02-2022,40702,Employed,19,48,0,547,7,0,0,14,856,6038,27458,0
B263,04-02-2022,44002,Employed,27,48,0,440,5,0,0,11,429,11170,3198,0
B264,05-02-2022,25122,Employed,25,36,1,297,2,0,0,2,1582,11990,13533,0
B265,06-02-2022,164324,Employed,15,60,4,432,3,0,1,12,373,89843,8681,1
B266,07-02-2022,23228,Employed,23,60,0,813,6,0,0,29,469,68104,82567,0
B267,08-02-2022,15000,Unemployed,23,72,0,127,2,0,0,9,3211,83536,7055,0
B268,09-02-2022,22509,Employed,12,96,0,344,3,0,0,28,1703,3910,82825,0
B269,10-02-2022,57051,Employed,19,60,1,145,2,0,0,19,1285,51153,172723,1
B270,11-02-2022,24815,Employed,16,36,3,244,7,0,0,4,772,53729,8177,0
B271,12-02-2022,57836,Employed,23,84,3,545,2,1,0,26,1614,11520,40077,0
B272,13-02-2022,58568,Employed,13,60,3,589,2,0,0,28,1384,74639,33735,0
B273,14-02-2022,26761,Employed,12,48,2,437,4,0,0,15,818,8040,123281,0
B274,15-02-2022,28968,Unemployed,41,60,2,93,1,0,0,15,388,5238,44569,0
B275,16-02-2022,99246,Employed,31,36,3,232,4,0,0,3,3446,5505,27183,0
B276,17-02-2022,58064,Employed,7,36,1,442,5,0,0,11,6305,19527,42111,1
B277,18-02-2022,15000,Employed,24,60,1,511,7,0,0,22,1984,43235,68599,0
B278,19-02-2022,21151,Employed,18,72,1,220,4,0,0,23,3086,6117,16366,0
B279,20-02-2022,18524,Employed,23,72,2,658,1,0,0,29,2191,29302,182341,0
B280,21-02-2022,38078,Employed,20,12,0,90,3,0,0,4,335,22816,28449,0
B281,22-02-2022,69600,Self-Employed,31,36,1,538,1,0,0,15,4428,4909,161762,1
B282,23-02-2022,51802,Self-Employed,22,36,1,228,3,0,0,3,1584,18215,8695,1
B283,24-02-2022,28209,Employed,13,36,1,339,8,0,0,18,943,9769,76942,0
B284,25-02-2022,101450,Employed,28,48,3,1150,7,0,0,15,1238,30022,10751,1
B285,26-02-2022,64450,Employed,18,36,0,1239,5,0,0,22,1521,37590,180360,0
B286,27-02-2022,27371,Employed,19,60,2,527,4,0,0,14,4970,8592,124687,0
B287,28-02-2022,31342,Employed,25,24,3,312,4,0,0,23,177,39970,12794,0
B288,01-03-2022,20685,Employed,17,36,3,526,3,0,0,28,563,39789,393442,0
B289,02-03-2022,36262,Employed,19,108,2,322,2,1,0,23,667,97600,10290,0
B290,03-03-2022,43215,Employed,10,60,2,390,2,0,0,6,1372,66663,9223,0
B291,04-03-2022,46166,Employed,8,36,0,225,1,0,0,25,1026,7217,24190,1
B292,05-03-2022,25751,Employed,4,36,3,651,4,0,1,18,524,1709,143203,0
B293,06-03-2022,15000,Employed,0,36,4,403,7,0,0,16,372,6923,77866,0
B294,07-03-2022,62126,Employed,4,72,2,266,4,0,0,29,265,5234,78148,0
B295,08-03-2022,75200,Employed,15,96,0,507,1,0,0,17,1150,32635,12250,1
B296,09-03-2022,132987,Employed,18,48,1,471,2,0,0,25,1599,18515,8890,0
B297,10-03-2022,58142,Self-Employed,13,48,1,363,3,0,0,16,975,49293,110822,1
B298,11-03-2022,23286,Employed,0,48,1,318,5,0,0,19,2418,16693,217279,0
B299,12-03-2022,77258,Employed,33,60,3,347,2,0,0,25,788,1756,22722,1
B300,13-03-2022,36514,Employed,29,60,1,554,1,0,0,23,416,28139,10596,0
B301,14-03-2022,21998,Employed,25,84,3,393,2,0,0,11,352,6348,24872,0
B302,15-03-2022,59039,Employed,40,120,2,335,1,0,0,22,1919,7317,78543,0
B303,16-03-2022,62675,Employed,6,24,1,212,4,1,0,14,398,104898,2371,0
B304,17-03-2022,124566,Employed,35,60,3,437,4,1,0,21,707,17110,97923,0
B305,18-03-2022,38187,Employed,6,24,3,384,4,0,0,26,7220,10609,40691,0
B306,19-03-2022,27404,Employed,21,48,2,505,1,0,0,19,1317,28118,24378,0
B307,20-03-2022,15087,Self-Employed,1,60,1,163,3,0,0,5,940,88424,6226,0
B308,21-03-2022,21368,Employed,17,48,1,509,4,0,0,5,658,90686,3499,0
B309,22-03-2022,21757,Employed,22,24,2,241,4,0,0,11,608,81262,777879,0
B310,23-03-2022,141194,Employed,16,24,0,189,4,0,0,18,256,19946,44328,1
B311,24-03-2022,34859,Employed,24,60,0,463,4,0,0,14,1181,6540,433561,0
B312,25-03-2022,46119,Employed,20,48,2,257,5,0,0,14,808,4734,11093,0
B313,26-03-2022,74987,Self-Employed,11,120,3,311,3,0,0,17,233,26737,3914,0
B314,27-03-2022,71413,Employed,12,96,2,340,3,0,0,3,2896,75014,9461,0
B315,28-03-2022,32888,Unemployed,24,36,2,269,3,0,0,2,1158,20652,8194,0
B316,29-03-2022,104406,Employed,9,48,0,270,4,0,0,22,269,29746,3511,1
B317,30-03-2022,33479,Employed,30,24,1,615,7,0,0,12,2582,731375,10690,0
B318,31-03-2022,82339,Employed,33,60,5,297,1,0,0,19,3026,14980,16024,1
B319,01-04-2022,22031,Employed,0,48,2,550,2,0,0,13,615,87822,8609,0
B320,02-04-2022,61820,Employed,28,24,2,536,1,1,0,4,857,21175,194328,0
B321,03-04-2022,121557,Self-Employed,40,48,4,279,6,0,0,8,419,8001,96698,1
B322,04-04-2022,78637,Employed,20,60,0,205,2,0,0,14,568,27933,48514,0
B323,05-04-2022,79364,Employed,21,36,2,246,0,0,0,11,4113,103683,1860,0
B324,06-04-2022,235840,Employed,32,36,2,405,5,0,0,12,147,28695,3257,1
B325,07-04-2022,39784,Employed,12,48,3,787,4,1,0,28,694,40848,10094,0
B326,08-04-2022,23513,Employed,20,72,0,484,2,0,0,9,264,26961,8319,0
B327,09-04-2022,65311,Self-Employed,2,60,1,321,4,0,0,10,1199,42655,17807,1
B328,10-04-2022,37713,Employed,17,36,2,312,2,0,0,8,554,56436,404690,1
B329,11-04-2022,21573,Employed,23,96,2,590,5,1,0,12,2173,158525,1111,0
